"Observation","Cooks_Distance"
1062,0.000245724255770635
1063,0.00954334564477969
1064,0.000694568372358019
1065,1.25755388113202e-05
1066,8.29329992255585e-07
1067,0.000216508369295198
1068,0.0013242361832757
1069,0.000130137311513711
1070,3.65317114878585e-05
1071,7.53830034912505e-05
1072,0.000150716397981717
1073,0.000707502507065466
1074,2.33059344318957e-05
1075,0.0010933824616522
1076,8.34471174379663e-06
1077,1.41025741688762e-07
1078,0.00558203349623443
1079,0.000203717622418729
1080,2.79593642273236e-06
1081,4.36050959664118e-05
1082,0.000308629466656224
1083,0.000729512148043804
1084,1.52689796969112e-05
1085,1.7237414598548e-05
1086,4.42965656176503e-05
1087,0.000162480063786557
1088,0.000824153325138119
1089,0.000210218363101145
1090,1.4374513875987e-05
1091,0.000386170316219262
1092,0.00117538276195336
1093,6.36780744659268e-05
1094,3.02692394978639e-05
1095,1.85073724787084e-05
1096,0.000744525411936917
1097,3.34811109264534e-07
1098,2.53308741527572e-07
1099,3.40780617620138e-05
1100,0.00062889544602141
1101,0.000147309493022778
1102,6.08939850624153e-06
1103,1.39047486912954e-05
1104,4.82957313285914e-06
1105,0.00027256883803709
1106,3.10319078249056e-06
1107,3.86343797195427e-05
1108,1.32334756804406e-07
1109,0.000301526686431637
1110,0.00406501545223394
1111,0.00522108981077668
1112,3.59425693472093e-06
1113,1.46260866011101e-06
1114,0.00485490801455181
1115,4.08148179151682e-05
1116,1.72420759644088e-05
1117,2.04330838959339e-07
1118,5.1808351692035e-07
1119,0.00142881019573748
1120,1.89977680700989e-11
1121,0.000603286954634635
1122,1.76414518056733e-06
1123,2.21104770122852e-08
1124,0.000843757906528463
1125,0.000173356575927827
1126,1.14057071123569e-05
1127,0.000211106285842566
1128,1.80746102618311e-06
1129,7.29110831624992e-05
1130,1.28442249411682e-06
1131,0.000437799085781143
1132,1.50913683343805e-05
1133,0.000139834631451859
1134,0.000203153813709189
1135,0.000703188552763108
