"Observation","Cooks_Distance"
1136,3.79581540923865e-08
1137,0.000893326876203587
1138,3.07338398953755e-06
1139,3.18117257688324e-06
1140,0.000315690283337635
1141,0.00249730437996442
1142,0.000377356510996011
1143,1.5780310122203e-07
1144,6.14092858249223e-07
1145,1.49098918941206e-06
1146,0.000432172466717546
1147,5.00362996173072e-06
1148,0.000479393273012159
1149,0.00541443260640654
1150,5.55888121541609e-07
1151,0.0010357428298993
1152,2.48406637261097e-06
1153,7.84404701695919e-10
1154,4.15398075081691e-05
1155,0.010624720967126
1156,1.69701784671349e-05
1157,5.01262831009347e-06
1158,7.96678448336645e-07
1159,1.12091851157083e-06
1160,0.00685816726743582
1161,1.82524144583394e-06
1162,0.00660726278380175
1163,0.000212075416452446
1164,0.00015945711955459
1165,1.06341355664573e-05
1166,1.94098477964619e-07
1167,3.09074226004463e-06
1168,0.00196963035576434
1169,0.0011562936466449
1170,0.00351519755841406
1171,0.00122056291256474
1172,4.64551425105252e-06
1173,0.000209116404850336
1174,1.92776256361577e-05
1175,0.000190832620479125
1176,1.9400680144114e-06
1177,2.4720906120243e-05
